number of properties,property name,originator,street address,property city,property state,zip code,county,property type,property subtype,year built,year renovated,total units,cut-off date balanceunit,unit of measure,occupancy %,occupancy as of date,"loan purpose (acquisition, refinance)",payment date,late charge grace period,note date,first payment date,maturity date,original loan amount,cut-off date loan amount,maturity balance,gross interest rate,net mortgage interest rate,accrual basis,loan amortization type,monthly debt service amount (amortizing),amortization term (original),amortization term (remaining),loan term (original),loan term (remaining),io period,seasoning,prepayment provision,appraisal valuation date,appraised value,cut-off date ltv,maturity ltv,uw ncf dscr,uw ncf dscr (io),uw egi,uw expenses,uw noi,uw ncf,most recent financial end date,most recent egi,most recent expenses,most recent noi,most recent ncf,2nd most recent financial end date,2nd most recent egi,2nd most recent expenses,2nd most recent noi,2nd most recent ncf,3rd most recent financial end date,3rd most recent egi,3rd most recent expenses,3rd most recent noi,3rd most recent ncf,lien position,title vesting (feeleaseholdboth),tax escrow (monthly),insurance escrow (monthly),replacement reserve (monthly),monthly rent per unit,secondary financing in place (existing) (yesno),future supplemental financing description,loan no property no,related borrower loans,% of cut-off date pool balance,springing reserve type,springing reserve amount,deal_name,interest adjustment period (months),first interest adjustment date in trust,rate index,margin,rate rounding methodology,interest accrual period day of month (startend),monthly debt service amount (io),monthly debt service amount (at cap),seismic insurance if pml >= 20% (yesno),additional financing in place (existing) (yesno),future supplemental financing (yesno),low income units,very low income units,loan group,entity type,borrower type,balance after fixed rate period,maximum interest adjustment (lifetime),zoning status,title vesting (feeleasehold),administration fee rate,latitude,longitude
1,Cortland Bayside,,19355 United States Highway 19 North,Clearwater,FL,33764,Pinellas,Multifamily,Garden,2020,,360,207244.44,Units,0.975,2023-01-13,Refinance,1,10,2023-01-31,2023-03-01,2030-02-01,74608000,74608000,74608000.0,0.0648,0.0632635,Actual/360,Interest Only,408478.8,0,0,84,81,84,3,L(11) 1%(69) O(4),2022-12-27,143000000,0.522,0.522,,,11292526.57,5038858.32,6253668.25,6179868.25,12/31/2022,10802668.29,4749163.42,6053504.87,6053504.87,12/31/2021,9129773.11,4104062.51,5025710.6,5025710.6,12/31/2020,1042231.83,431115.41,611116.42,611116.0,First Mortgage,Fee Simple,,,6150,2540.0,,(i) Max combined LTV of 55.0% (ii) Min combined DSCR of 1.10x,,,0.08435028976757543,Insurance Reserve,,FREMF_2023-KF155,1,2023-06-01, 30-Day Avg SOFR In Advance,0.0198,Truncated to 5th decimal,First/Last (Arrears),408478.8,504294.81,No,No,Yes,,,,,,,,,,0.0015364999999999999,27.94692,-82.73006
1,Avion At Carrollwood,,11500 North Dale Mabry Highway,Tampa,FL,33618,Hillsborough,Multifamily,Garden,1981,2017.0,264,133106.06,Units,0.92,2023-01-26,Acquisition,1,10,2021-11-12,2022-01-01,2028-12-01,35140000,35140000,34086801.36,0.0696,0.0679635,Actual/360,Partial IO,178049.22,360,360,84,67,48,17,L(11) 1%(69) O(4),2021-10-06,60700000,0.579,0.562,,,4514330.3,2259535.51,2254794.79,2182722.79,12/31/2022,4760925.46,2325902.21,2435023.25,2435023.25,12/31/2020,3963237.0,1678568.0,2284669.0,2284669.0,12/31/2019,3612990.0,1540270.0,2072720.0,2072720.0,First Mortgage,Fee Simple,,,6006,1533.0,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.10x,,,0.03972857042720084,Insurance Reserve,,FREMF_2023-KF155,1,2023-06-01,30-Day Avg SOFR In Advance,0.0246,Truncated to 5th decimal,First/Last (Arrears),133605.21,178049.22,No,No,Yes,,,,,,,,,,0.0016365,28.05324,-82.50402
1,Glenwood Park Lofts,,390 Stovall Street Southeast,Atlanta,GA,30316,Fulton,Multifamily,Mid Rise,2009,,236,147855.93,Units,0.898,2023-02-06,Refinance,1,10,2022-09-30,2022-11-01,2029-10-01,34894000,34894000,32818459.47,0.065,0.0633635,Actual/360,Partial IO,214848.36,360,360,84,77,24,7,3%(11) 2%(12) 1%(57) O(4),2022-08-23,66200000,0.527,0.496,,,4784013.05,2113947.35,2670065.7,2602569.7,12/31/2022,4593650.15,2147498.26,2446151.89,2446151.89,12/31/2021,4296851.71,2069118.81,2227732.9,2227732.9,12/31/2020,4150562.58,2009158.08,2141404.5,2141404.5,First Mortgage,Fee Simple,,,5625,1693.44,,(i) Max combined LTV of 55.0% (ii) Min combined DSCR of 1.10x,,,0.03945044782261657,Radon Remediation Reserve,,FREMF_2023-KF155,1,2023-06-01,30-Day Avg SOFR In Advance,0.02,Truncated to 5th decimal,First/Last (Arrears),184263.74,214848.36,No,No,Yes,,,,,,,,,,0.0016365,33.74403,-84.35261
1,Costa Azure,,1630 Rutland Drive,Austin,TX,78758,Travis,Multifamily,Garden,1971,2022.0,240,130737.5,Units,0.842,2022-12-31,Refinance,1,10,2022-12-01,2023-01-01,2029-12-01,31377000,31377000,31377000.0,0.0679,0.0662635,Actual/360,Interest Only,180007.38,0,0,84,79,84,5,L(11) 1%(69) O(4),2022-10-28,46000000,0.682,0.682,,,4540550.03,1679206.34,2861343.69,2813103.69,12/31/2022,4172467.0,1600220.0,2572247.0,1188562.0,12/31/2021,2960861.0,1502885.0,1457976.0,760167.0,12/31/2020,2720232.06,1316645.88,1403586.18,1403586.18,First Mortgage,Fee Simple,,,4020,1644.0,,(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.10x,,,0.03547419904081619,,,FREMF_2023-KF155,1,2023-06-01,30-Day Avg SOFR In Advance,0.0229,Truncated to 5th decimal,First/Last (Arrears),180007.38,231968.27,No,No,Yes,,,,,,,,,,0.0016365,30.37239,-97.71175
1,923 Folsom,,923 Folsom Street,San Francisco,CA,94107,San Francisco,Multifamily,Mid Rise,2017,,115,221947.83,Units,0.878,2023-01-29,Refinance,1,10,2022-10-07,2022-12-01,2029-11-01,25524000,25524000,25524000.0,0.067,0.0652635,Actual/360,Interest Only,140175.21,0,0,84,78,84,6,L(11) 1%(69) O(4),2022-08-26,69100000,0.369,0.369,,,4202934.45,2245729.45,1957205.0,1939955.0,12/31/2022,4479028.55,2400681.12,2078347.43,2078347.43,12/31/2021,4056720.97,2343703.47,1713017.5,1713017.5,12/31/2020,5044018.76,2149249.94,2894768.82,2894768.82,First Mortgage,Fee Simple,,,1438,3443.0,,(i) Max combined LTV of 50.0% (ii) Min combined DSCR of 1.10x,,,0.02885691609515863,,,FREMF_2023-KF155,1,2023-06-01,30-Day Avg SOFR In Advance,0.022,Truncated to 5th decimal,First/Last (Arrears),140175.21,140175.21,No,No,Yes,,,,,,,,,,0.0017365000000000002,37.77975,-122.40388
1,Addison Medical Center,,2810 Babcock Road,San Antonio,TX,78229,Bexar,Multifamily,Mid Rise,2018,,217,92165.9,Units,0.926,2023-01-25,Acquisition,1,10,2022-10-27,2022-12-01,2029-11-01,20000000,20000000,20000000.0,0.0657,0.0637635,Actual/360,Interest Only,111020.83,0,0,84,78,84,6,L(11) 1%(69) O(4),2022-09-26,51500000,0.388,0.388,,,4279487.51,2222585.89,2056901.62,2013501.62,12/31/2022,4121036.0,2408300.0,1712736.0,1712736.0,12/31/2021,3853242.43,2262467.61,1590774.82,1590774.82,12/31/2020,3517856.78,2048078.0,1469778.78,1469778.78,First Mortgage,Fee Simple,,,3617,1548.0,,(i) Max combined LTV of 50.0% (ii) Min combined DSCR of 1.10x,,,0.022611593868640208,,,FREMF_2023-KF155,1,2023-06-01,30-Day Avg SOFR In Advance,0.0207,Truncated to 5th decimal,First/Last (Arrears),111020.83,135185.19,No,No,Yes,,,,,,,,,,0.0019365000000000003,29.51156,-98.59155
1,Summer Gate,,3801 North Belt Line Road,Irving,TX,75038,Dallas,Multifamily,Garden,1981,2022.0,176,76420.45,Units,0.909,2022-12-31,Acquisition,1,10,2022-09-20,2022-11-01,2029-10-01,13450000,13450000,13248693.65,0.0626,0.061263500000000005,Actual/360,Partial IO,65835.81,420,420,84,77,60,7,L(11) 1%(69) O(4),2022-07-26,26900000,0.5,0.493,,,2400062.97,1358230.21,1041832.76,990616.76,12/31/2022,2297190.0,1366015.0,931175.0,931175.0,12/31/2021,1974929.0,1143318.0,831611.0,831611.0,12/31/2020,1998556.0,1173292.0,825264.0,825264.0,First Mortgage,Fee Simple,,,4268,1140.0,,(i) Max combined LTV of 50.0% (ii) Min combined DSCR of 1.10x,,,0.015206296876660539,Insurance Reserve,,FREMF_2023-KF155,1,2023-06-01,30-Day Avg SOFR In Advance,0.0176,Truncated to 5th decimal,First/Last (Arrears),54092.66,65835.81,No,No,Yes,,,,,,,,,,0.0013365,32.85889,-96.99208
1,Longhaven Estates,,5201 West Camelback Road,Phoenix,AZ,85031,Maricopa,Multifamily,MHC Age Restricted,1965,,314,39808.92,Pads,0.943,2022-12-31,Acquisition,1,10,2023-01-18,2023-03-01,2030-02-01,12500000,12500000,12500000.0,0.067,0.06506350000000001,Actual/360,Interest Only,70761.0,0,0,84,81,84,3,L(11) 1%(69) O(4),2022-08-26,50000000,0.25,0.25,,,2283494.12,924726.88,1358767.24,1343067.24,2022-08-31 00:00:00,2214803.6,944358.71,1270444.89,1270444.89,12/31/2021,2073415.51,848261.11,1225154.4,1225154.4,12/31/2020,1920211.04,643503.74,1276707.3,1276707.3,First Mortgage,Fee Simple,,,1309,615.0,,(i) Max combined LTV of 50.0% (ii) Min combined DSCR of 1.10x,,,0.014132246167900129,,,FREMF_2023-KF155,1,2023-06-01,30-Day Avg SOFR In Advance,0.022,Truncated to 5th decimal,First/Last (Arrears),70761.0,111950.23,No,No,Yes,,,,,,,,,,0.0019365000000000003,33.50687,-112.17126
1,C Plus C Flats,,288 Center Street,Chula Vista,CA,91910,San Diego,Multifamily,Garden,2021,,43,155813.95,Units,1.0,2023-01-26,Acquisition,1,10,2022-12-02,2023-02-01,2030-01-01,6700000,6700000,6700000.0,0.0685,0.0662635,Actual/360,Interest Only,38777.03,0,0,84,80,84,4,L(11) 1%(69) O(4),2022-08-09,19100000,0.351,0.351,,,1192165.76,438929.52,753236.24,744636.24,2023-01-31 00:00:00,1167159.38,234777.77,932381.61,932381.61,2022-09-30 00:00:00,1124306.94,230114.0,894192.94,894192.94,,,,,,First Mortgage,Fee Simple,,,717,2422.0,,(i) Max combined LTV of 50.0% (ii) Min combined DSCR of 1.10x,,,0.0075748839459944695,,,FREMF_2023-KF155,1,2023-06-01,30-Day Avg SOFR In Advance,0.0235,Truncated to 5th decimal,First/Last (Arrears),38777.03,,No,No,Yes,,,,,,,,,,0.0022365,32.64026,-117.07948
1,Union,,1410 James Avenue,Waco,TX,76706,McLennan,Multifamily,Student,2006,,120,32200.0,Beds,0.9,2022-12-31,Acquisition,1,10,2022-08-09,2022-10-01,2029-09-01,3864000,3864000,3635937.08,0.0654,0.0640635,Actual/360,Partial IO,24524.84,360,360,84,76,24,8,L(11) 1%(69) O(4),2022-06-01,10000000,0.386,0.364,,,900472.9,566144.98,334327.92,316327.92,12/31/2022,899277.8,492828.13,406449.67,406449.67,12/31/2021,769192.56,504815.59,264376.97,264376.97,12/31/2020,723084.78,464306.45,258778.33,258778.33,First Mortgage,Fee Simple,,,1500,897.0,,(i) Max combined LTV of 50.0% (ii) Min combined DSCR of 1.10x,,,0.004368559935421288,Insurance Reserve; Deferred Property Replacement Reserve,,FREMF_2023-KF155,1,2023-06-01,30-Day Avg SOFR In Advance,0.0204,Truncated to 5th decimal,First/Last (Arrears),21351.28,26359.29,No,No,Yes,,,,,,,,,,0.0013365,31.53735,-97.12558
1,The Villages Of Monterey,,3901 Mesa Drive,Oceanside,CA,92056,San Diego,Multifamily,Garden,1989,,424,,Units,0.953,2023-03-31 00:00:00,Refinance,1,10,2022-10-04 00:00:00,2022-12-01 00:00:00,2032-11-01 00:00:00,93637000,93637000,93637000,0.0432,0.041876500000000004,Actual/360,Interest Only,341775.05,0,0,120,112,120,8,L(32) D(84) O(4),2022-07-21 00:00:00,170250000,0.55,0.55,1.84,1.84,11357452.37,3728049.71,7629402.66,7544602.66,2023-03-31 00:00:00,11489008.5,3487954.32,8001054.18,8001054.18,2022-12-31 00:00:00,11285184.94,3378704.99,7906479.95,7906479.95,2021-12-31 00:00:00,10481798.77,3158353.13,7323445.64,7323445.64,First Mortgage,,,,7067,2272.51,,(i) Max combined LTV of 55.0% (ii) Min combined DSCR of 1.25x,,Group 1,0.19442172011843412,Insurance Reserve,,FREMF_2023-KG08,,,,,,,341775.05,,No,No,Yes,,,Fixed,,,,,,Fee Simple,0.0013235,33.21489,-117.31567
1,The Lenox Apartments,,400 Santa Alicia Drive,Rohnert Park,CA,94928,Sonoma,Multifamily,Garden,1978,2018,202,,Units,0.941,2023-04-23 00:00:00,Acquisition,1,10,2022-07-14 00:00:00,2022-09-01 00:00:00,2032-08-01 00:00:00,35102000,35102000,35102000,0.0441,0.0426765,Actual/360,Interest Only,130791.51,0,0,120,109,120,11,L(35) D(81) O(4),2022-05-04 00:00:00,63330000,0.554,0.554,1.57,1.57,4360069.97,1836074.48,2523995.49,2462587.49,2023-03-31 00:00:00,4473342.75,1675491.53,2797851.2199999997,2797851.22,2021-12-31 00:00:00,4022495,1889527,2132968,2132968,2020-12-31 00:00:00,3952458,1813950,2138508,2138508,First Mortgage,,,,5117,1858.53,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.25x,,,0.07288348857393204,,,FREMF_2023-KG08,,,,,,,130791.51,,No,No,Yes,,,Fixed,,,,,,Fee Simple,0.0014235,38.34211,-122.70811
1,Axis 2300,,2300 Dupont Drive,Irvine,CA,92612,Orange,Multifamily,Garden,2010,,115,,Units,0.965,2023-04-13 00:00:00,Refinance,1,10,2023-04-28 00:00:00,2023-06-01 00:00:00,2033-05-01 00:00:00,31600000,31600000,31600000,0.0518,0.0503765,Actual/360,Interest Only,138301.2,0,0,120,118,120,2,L(26) D(90) O(4),2023-03-21 00:00:00,62100000,0.509,0.509,1.55,1.55,4385395.5,1787408.27,2597987.23,2571636.13,2023-03-31 00:00:00,4286367,1916628,2369739,2369739,2022-12-31 00:00:00,4147593.57,1866850.38,2280743.19,2280743.19,,,,,,First Mortgage,,,,2196,3236,,(i) Max combined LTV of 55.0% (ii) Min combined DSCR of 1.25x,,,0.06561216565826028,,,FREMF_2023-KG08,,,,,,,138301.2,,No,No,Yes,,,Fixed,,,,,,Fee Simple,0.0014235,33.67378,-117.85824
1,Port Royale,,1201 Colombo Avenue,Sierra Vista,AZ,85635,Cochise,Multifamily,Garden,2004,2022,252,,Units,0.917,2023-06-30 00:00:00,Acquisition,1,10,2022-06-30 00:00:00,2022-08-01 00:00:00,2032-07-01 00:00:00,31361000,31361000,31361000,0.0481,0.046676499999999996,Actual/360,Interest Only,127451.25,0,0,120,108,120,12,YM1%(113) 1%(3) O(4),2022-05-06 00:00:00,49000000,0.64,0.64,1.68,1.68,3715042.04,1082123.54,2632918.5,2569832.82,2023-03-31 00:00:00,3725972.45,1086342.73,2639629.72,2639629.72,2022-12-31 00:00:00,3689677.33,1054407.89,2635269.44,2635269.44,,,,,,First Mortgage,,,,5257,1216.3,,(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.25x,,,0.06511592174711078,,,FREMF_2023-KG08,,,,,,,127451.25,,No,No,Yes,,,Fixed,,,,,,Fee Simple,0.0014235,31.56851,-110.24891
1,Homes Of Mountain Creek,,1350 Skyline Road,Grand Prairie,TX,75051,Dallas,Multifamily,Garden,2005,,200,,Units,0.965,2023-04-13 00:00:00,Acquisition,1,10,2023-05-31 00:00:00,2023-07-01 00:00:00,2033-06-01 00:00:00,19075000,19075000,18258649.72,0.0507,0.0490765,Actual/360,Partial IO,97122.43,420,420,120,119,72,1,L(25) D(91) O(4),2023-03-20 00:00:00,28000000,0.681,0.652,1.23,1.46,2940894.01,1466604.06,1474289.95,1432089.95,2023-04-30 00:00:00,2709759.2,1696433.43,1013325.77,948325.77,2022-12-31 00:00:00,2614283.37,1640347.93,973935.44,913935.44,2021-12-31 00:00:00,2458726,1482187,976539,921539,First Mortgage,,,,3517,1224.42,,(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.25x,,,0.039606077845927685,,,FREMF_2023-KG08,,,,,,,81711.21,,No,No,Yes,,,Fixed,,,,,,Fee Simple,0.0016235000000000002,32.73501,-96.98675
1,Ascent At Riverdale,,634 Roy Huie Road,Riverdale,GA,30274,Clayton,Multifamily,Garden,1972,2022,180,,Units,0.956,2023-03-31 00:00:00,Acquisition,1,10,2022-12-30 00:00:00,2023-02-01 00:00:00,2033-01-01 00:00:00,14465000,14465000,13535027.29,0.0601,0.0582765,Actual/360,Partial IO,86818,360,360,120,114,60,6,5%(23) 4%(24) 3%(24) 2%(24) 1%(21) O(4),2022-09-23 00:00:00,21900000,0.661,0.618,1.25,1.48,2637365.03,1295010.95,1342354.08,1302318.48,2023-03-31 00:00:00,2732883,1189395,1543488,1543488,2021-12-31 00:00:00,2253762,1028424,1225338,1225338,,,,,,First Mortgage,,,,3330,1163.27,,"(i) Max combined LTV of 75.0% (ii) Min combined DSCR of 1.25x (iii) EGI of $2,716,486 and NOI of $1,341,388",,,0.030034176463504272,,,FREMF_2023-KG08,,,,,,,73451.73,,No,No,Yes,,,Fixed,,,,,,Fee Simple,0.0018235,33.58059,-84.40965
1,Emerald Palms,,12325 Southwest 151st Street,Miami,FL,33186,Miami-Dade,Multifamily,Garden,1985,,505,199740.59405940594,Units,0.952,2023-04-20 00:00:00,Supplemental,1,10,2023-05-12 00:00:00,2023-07-01 00:00:00,2026-07-01 00:00:00,30719000,30719000,30719000,0.0655,0.0638565,Actual/360,Interest Only,170003.35,0,0,37,36,37,1,YM1%(33) O(4),2023-03-29 00:00:00,169800000,,,,,13492343.21,4915204.64,8577138.57,8418063.57,2023-03-31 00:00:00,12742276,4563301,8178975,6346093,2022-12-31 00:00:00,12227429,4369774,7857655,5899969,2021-12-31 00:00:00,10056136,3571527,6484609,6484609,Second Mortgage,Fee Simple,,,,2303,,(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.25x,,,0.11340550567660065,,,FREMF_2023-KJ46,,,,,,,170003.35,,No,Yes,Yes,,,,,,,,,,0.0016435000000000002,25.62821,-80.39176
1,The McKenzie,,3140 Harvard Avenue,Dallas,TX,75205,Dallas,Multifamily,High Rise,2016,,183,638245.9016393443,Units,0.951,2023-05-15 00:00:00,Supplemental,1,10,2023-04-17 00:00:00,2023-06-01 00:00:00,2030-06-01 00:00:00,18099000,18099000,17036236.94,0.0648,0.0628565,Actual/360,Partial IO,114160.04,360,360,85,83,25,2,YM1%(78) 1%(3) O(4),2023-03-08 00:00:00,167100000,,,,,14296689.98,6194901.56,8101788.42,8056404.42,2023-03-31 00:00:00,14175597.63,5983092.92,8192504.71,8192504.71,2022-12-31 00:00:00,13947517,5827234,8120283,8083683,2021-12-31 00:00:00,12614441,5197827,7416614,7380014,Second Mortgage,Fee Simple,,,,6712.13,,(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.25x,,,0.06681618044991032,,,FREMF_2023-KJ46,,,,,,,99092.03,,No,Yes,Yes,,,,,,,,,,0.0019435000000000001,32.82764,-96.78532
1,Ninety Degrees,,18440 North 68th Street,Phoenix,AZ,85054,Maricopa,Multifamily,Garden,2009,2022,337,184415.4302670623,Units,0.941,2023-03-31 00:00:00,Supplemental,1,10,2023-03-29 00:00:00,2023-05-01 00:00:00,2029-07-01 00:00:00,15793000,15793000,14814808.76,0.0621,0.0601565,Actual/360,Partial IO,96829.73,360,360,75,72,15,3,YM1%(68) 1%(3) O(4),2023-01-25 00:00:00,97500000,,,,,7209769.39,2216211.26,4993558.13,4921440.13,2023-03-31 00:00:00,6999878.37,2114385.56,4885492.81,4885492.81,2022-12-31 00:00:00,6918754.81,2055892.58,4862862.23,4862862.23,2021-12-31 00:00:00,6238305.77,2011813.63,4226492.14,4226492.14,Second Mortgage,Fee Simple,,,,1716.86,,(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.25x,,,0.05830310723495407,,,FREMF_2023-KJ46,,,,,,,82863.9,,No,Yes,Yes,,,,,,,,,,0.0019435000000000001,33.65339,-111.93423
1,Citrus Village,,7940 Citrus Garden Drive,Tampa,FL,33625,Hillsborough,Multifamily,Garden,2011,2023,296,172358.2376689189,Units,0.949,2023-03-31 00:00:00,Supplemental,1,10,2023-03-24 00:00:00,2023-05-01 00:00:00,2027-08-01 00:00:00,10921000,10892836,10374649.45,0.0644,0.0623565,Actual/360,Balloon,68597.78,360,357,52,49,0,3,YM1%(45) 1%(3) O(4),2023-02-09 00:00:00,82000000,,,,,6462452.06,2500214.3,3962237.76,3887053.76,2023-03-31 00:00:00,6496876.36,2486933.56,4009942.8,4009942.8,2022-12-31 00:00:00,6306530,2442734,3863796,3863796,2021-12-31 00:00:00,5418447,2275223,3143224,3143224,Second Mortgage,Fee Simple,,,,1758.69,,(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.25x,,Group 1,0.04021314413985742,,,FREMF_2023-KJ46,,,,,,,,,No,Yes,Yes,,,,,,,,,,0.0020434999999999997,28.08252,-82.57736
1,Crosstown Walk,,10151 Iris Crosstown Drive,Tampa,FL,33619,Hillsborough,Multifamily,Garden,2014,2021,342,162892.91318713452,Units,0.901,2023-05-15 00:00:00,Supplemental,1,10,2023-03-24 00:00:00,2023-05-01 00:00:00,2027-07-01 00:00:00,10200000,10174150.22,9708143.8,0.0652,0.0629565,Actual/360,Balloon,64605.16,360,357,51,48,0,3,YM1%(44) 1%(3) O(4),2023-02-02 00:00:00,86250000,,,,,7309904.64,3005418.39,4304486.25,4190942.25,2023-03-31 00:00:00,7365515.42,2983430.76,4382084.66,4382084.66,2022-12-31 00:00:00,7109851,3135036.58,3974814.42,3974814.42,2021-12-31 00:00:00,6253222.02,2702946.35,3550275.67,3550275.67,Second Mortgage,Fee Simple,,,,1764.97,,(i) Max combined LTV of 75.0% (ii) Min combined DSCR of 1.25x,,Group 1,0.03755996778960246,,,FREMF_2023-KJ46,,,,,,,,,No,Yes,Yes,,,,,,,,,,0.0022435,27.94192,-82.34221
1,San Portella Apartments,,2155 South 55th Street,Tempe,AZ,85282,Maricopa,Multifamily,Garden,2008,2023,308,242889.6103896104,Units,0.961,2023-03-24 00:00:00,Supplemental,1,10,2023-03-30 00:00:00,2023-05-01 00:00:00,2030-10-01 00:00:00,9690000,9690000,9127636.18,0.0654,0.0631565,Actual/360,Partial IO,61502.52,360,360,90,87,30,3,YM1%(83) 1%(3) O(4),2023-02-09 00:00:00,108000000,,,,,7455813.64,2250477.41,5205336.23,5127516.23,2023-03-31 00:00:00,7285201.98,2303829.92,4981372.06,4981372.06,2022-12-31 00:00:00,7032115.38,2287941.66,4744173.72,4744173.72,2020-12-31 00:00:00,5397643,1823580,3574063,3574063,Third Mortgage,Fee Simple,,,,1959.51,,(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.25x,,,0.03577262768990724,,,FREMF_2023-KJ46,,,,,,,53543.98,,No,Yes,Yes,,,,,,,,,,0.0022435,33.40418,-111.96385
1,Solana Vista,,5801 Fisherman's Drive,Bradenton,FL,34209,Manatee,Multifamily,Garden,1984,,200,151199.76,Units,0.965,2023-03-31 00:00:00,Supplemental,1,10,2023-04-03 00:00:00,2023-06-01 00:00:00,2028-06-01 00:00:00,9476000,9467095.14,8901127.06,0.063,0.0607565,Actual/360,Partial IO,58653.86,360,359,61,59,1,2,YM1%(54) 1%(3) O(4),2023-02-17 00:00:00,50300000,,,,,4369977.4,1751050.44,2618926.96,2568926.96,2023-03-31 00:00:00,4194214.87,1729236.48,2464978.39,2464978.39,2021-12-31 00:00:00,3307975,1384478,1923497,1923497,2020-12-31 00:00:00,3067703,1266934,1800769,1800769,Second Mortgage,Fee Simple,,,,1722.37,,(i) Max combined LTV of 75.0% (ii) Min combined DSCR of 1.25x,,,0.03494972856018062,,,FREMF_2023-KJ46,,,,,,,50439.96,,No,Yes,Yes,,,,,,,,,,0.0022435,27.46558,-82.61978
1,Citi Lakes,,12024 Meadow Bend Loop,Orlando,FL,32821,Orange,Multifamily,Garden,2014,,346,166660.1758381503,Units,0.945,2023-05-25 00:00:00,Supplemental,1,10,2023-03-31 00:00:00,2023-05-01 00:00:00,2029-08-01 00:00:00,9372000,9347407.57,8626997.3,0.0636,0.0613565,Actual/360,Balloon,58377.17,360,357,76,73,0,3,YM1%(69) 1%(3) O(4),2023-02-08 00:00:00,103300000,,,,,7920631.04,3202368.87,4718262.17,4625534.17,2023-03-31 00:00:00,7686373.41,3169635.24,4516738.17,4516738.17,2022-12-31 00:00:00,7424507,3112190,4312317,4312317,2021-12-31 00:00:00,6533238,2772298,3760939.2,3760939,Third Mortgage,Fee Simple,,,,1876.44,,(i) Max combined LTV of 60.0% (ii) Min combined DSCR of 1.25x,,Group 1,0.03450787728250057,,,FREMF_2023-KJ46,,,,,,,,,No,Yes,Yes,,,,,,,,,,0.0022435,28.38514,-81.4807
1,Cobblestone At Eagle Harbor,,1717 County Road 220,Fleming Island,FL,32003,Clay,Multifamily,Garden,1998,,272,122334.55882352941,Units,0.9375,2023-05-26 00:00:00,Supplemental,1,10,2023-04-18 00:00:00,2023-06-01 00:00:00,2030-01-01 00:00:00,7425000,7425000,6985685.75,0.0645,0.0622565,Actual/360,Partial IO,46687.16,360,360,80,78,20,2,YM1%(73) 1%(3) O(4),2023-02-03 00:00:00,60500000,,,,,5111361.62,2107742.85,3003618.77,2920114.77,2023-03-31 00:00:00,5009016.94,2126656.18,2882360.76,2882360.76,2022-12-31 00:00:00,4878732,2039256,2839476,2839476,2021-12-31 00:00:00,4352703,1850441,2502262,2502262,Third Mortgage,Fee Simple,,,,1714.16,,(i) Max combined LTV of 55.0% (ii) Min combined DSCR of 1.25x,,,0.027410914406353067,,,FREMF_2023-KJ46,,,,,,,40463.67,,No,Yes,Yes,,,,,,,,,,0.0022435,30.10149,-81.72399
1,The Joshua,,1711 South Extension Road,Mesa,AZ,85210,Maricopa,Multifamily,Garden,1985,2023,276,172974.63768115942,Units,0.931,2023-06-07 00:00:00,Supplemental,1,10,2023-05-03 00:00:00,2023-07-01 00:00:00,2028-04-01 00:00:00,6918000,6918000,6918000,0.0653,0.0630565,Actual/360,Interest Only,38168.3,0,0,58,57,58,1,YM1%(51) 1%(3) O(4),2023-03-28 00:00:00,75000000,,,,,5289172.55,1544603.85,3744568.7,3685780.7,2023-03-31 00:00:00,5113760.75,1559815.26,3553945.49,3553945.49,2022-12-31 00:00:00,4868141.07,1523060.37,3345080.7,3345080.7,2021-12-31 00:00:00,3328240.39,1034729.42,2293510.97,2293510.97,Second Mortgage,Fee Simple,,,,1583.59,,(i) Max combined LTV of 65.0% (ii) Min combined DSCR of 1.25x,,,0.025539219644868758,,,FREMF_2023-KJ46,,,,,,,38168.3,,No,Yes,Yes,,,,,,,,,,0.0022435,33.38364,-111.84861
1,Avenues At Northpointe,,11740 Northpointe Boulevard,Tomball,TX,77377,Harris,Multifamily,Garden,2013,,280,140694.7839285714,Units,0.971,2023-05-25 00:00:00,Supplemental,1,10,2023-03-31 00:00:00,2023-05-01 00:00:00,2027-07-01 00:00:00,6578000,6560626.82,6248237.39,0.0633,0.06105649999999999,Actual/360,Balloon,40844.75,360,357,51,48,0,3,YM1%(44) 1%(3) O(4),2023-02-09 00:00:00,62100000,,,,,5753727.94,2787048.05,2966679.89,2892199.89,2023-03-31 00:00:00,5747006.95,2801431.68,2945575.27,2945575.27,2022-12-31 00:00:00,5622990,2602327,3020663,3020663,2021-12-31 00:00:00,5108876,2612852,2496024,2178583,Second Mortgage,Fee Simple,,,,1676,,(i) Max combined LTV of 70.0% (ii) Min combined DSCR of 1.25x,,Group 1,0.02421990305926523,,,FREMF_2023-KJ46,,,,,,,,,No,Yes,Yes,,,,,,,,,,0.0022435,30.06007,-95.68038
